"","animal_number","genotype","sex","name","acronym","structure_id_path","parent_structure_id","cell_numbers","cell_density"
"4:11","AN5","WT","female","Temporal association areas, layer 1","TEa1","/997/8/567/688/695/315/541/97/",541,44,4756.24256837099
"4:12","AN5","WT","female","Periventricular hypothalamic nucleus, intermediate part","PVi","/997/8/343/1129/1097/157/118/",157,7,719.350529236461
"4:13","AN5","WT","female","Agranular insular area, posterior part, layer 1","AIp1","/997/8/567/688/695/315/95/111/120/",111,100,4003.52310032829
"4:14","AN5","WT","female","optic tract","opt","/997/1009/967/848/125/",848,38,772.028199345808
"4:15","AN5","WT","female","third ventricle","V3","/997/73/129/",73,61,1531.23980219394
"4:17","AN5","WT","female","Paraventricular nucleus of the thalamus","PVT","/997/8/343/1129/549/856/571/149/",571,34,1779.63883800052
"4:18","AN5","WT","female","Lateral dorsal nucleus of thalamus","LD","/997/8/343/1129/549/856/239/155/",239,22,120.63850671463
"4:20","AN5","WT","female","Agranular insular area, posterior part, layer 2/3","AIp2/3","/997/8/567/688/695/315/95/111/163/",111,69,1082.6416456153
"4:21","AN5","WT","female","Retrochiasmatic cortex","RCH","/997/8/343/1129/1097/290/173/",290,47,1951.34102798306
"4:22","AN5","WT","female","Ventral part of the lateral geniculate complex","LGv","/997/8/343/1129/549/856/1014/178/",1014,7,989.119683481701
"4:23","AN5","WT","female","Nucleus of reuniens","RE","/997/8/343/1129/549/856/571/181/",571,55,1529.7324358903
"4:24","AN5","WT","female","Lateral habenula","LH","/997/8/343/1129/549/856/958/186/",958,27,539.654621042533
"4:26","AN5","WT","female","Lateral hypothalamic cortex","LHA","/997/8/343/1129/1097/290/194/",290,140,435.607828494975
"4:27","AN5","WT","female","Primary somatosensory area, barrel field, layer 2/3","SSp-bfd2/3","/997/8/567/688/695/315/453/322/329/201/",329,241,1933.89451046791
"4:28","AN5","WT","female","Lateral posterior nucleus of the thalamus","LP","/997/8/343/1129/549/856/138/218/",138,17,277.47853621911
"4:29","AN5","WT","female","Arcuate hypothalamic nucleus","ARH","/997/8/343/1129/1097/157/223/",157,6,287.480235733793
"4:30","AN5","WT","female","Temporal association areas, layer 4","TEa4","/997/8/567/688/695/315/541/234/",541,7,1430.03064351379
"4:32","AN5","WT","female","Primary auditory area, layer 2/3","AUDp2/3","/997/8/567/688/695/315/247/1002/251/",1002,25,4052.52066785541
"4:33","AN5","WT","female","Dorsal auditory area, layer 5","AUDd5","/997/8/567/688/695/315/247/1011/252/",1011,4,211.830747232961
"4:36","AN5","WT","female","Reticular nucleus of the thalamus","RT","/997/8/343/1129/549/856/262/",856,3,25.4692713241474
"4:37","AN5","WT","female","Retrosplenial area, dorsal part, layer 6a","RSPd6a","/997/8/567/688/695/315/254/879/274/",879,14,483.108457848787
"4:39","AN5","WT","female","Anteromedial visual area, layer 1","VISam1","/997/8/567/688/695/315/669/394/281/",394,23,3833.97232872145
"4:41","AN5","WT","female","Bed nucleus of the accessory olfactory tract","BA","/997/8/567/623/477/278/292/",278,15,1256.28140703518
"4:42","AN5","WT","female","stria terminalis","st","/997/1009/991/768/301/",768,10,250.966219946795
"4:45","AN5","WT","female","Basomedial amygdala ","BMA","/997/8/567/688/703/319/",703,13,139.029998395808
"4:47","AN5","WT","female","Substantia innominata","SI","/997/8/567/623/803/835/342/",835,11,329.785639334433
"4:50","AN5","WT","female","Mediodorsal nucleus of thalamus","MD","/997/8/343/1129/549/856/444/362/",444,38,245.827403286324
"4:52","AN5","WT","female","CA1","CA1","/997/8/567/688/695/1089/1080/375/382/",375,91,333.387066047275
"4:55","AN5","WT","female","Medial amygdala nucleus","MEA","/997/8/567/623/477/278/403/",278,77,407.409563013561
"4:56","AN5","WT","female","Subparafascicular nucleus, magnocellular part","SPFm","/997/8/343/1129/549/864/406/414/",406,3,1018.3299389002
"4:57","AN5","WT","female","CA2","CA2","/997/8/567/688/695/1089/1080/375/423/",375,15,214.696705121232
"4:58","AN5","WT","female","Ectorhinal area/Layer 2/3","ECT2/3","/997/8/567/688/695/315/895/427/",895,30,2579.97936016512
"4:59","AN5","WT","female","Retrosplenial area, ventral part, layer 2/3","RSPv2/3","/997/8/567/688/695/315/254/886/430/",886,57,1101.30030720482
"4:60","AN5","WT","female","Anteromedial visual area, layer 5","VISam5","/997/8/567/688/695/315/669/394/433/",394,3,591.249507292077
"4:61","AN5","WT","female","Retrosplenial area, dorsal part, layer 2/3","RSPd2/3","/997/8/567/688/695/315/254/879/434/",879,129,2082.29084276283
"4:62","AN5","WT","female","columns of the fornix","fx","/997/1009/991/768/1099/737/436/",737,9,881.834215167549
"4:63","AN5","WT","female","Retrosplenial area, dorsal part, layer 1","RSPd1","/997/8/567/688/695/315/254/879/442/",879,111,3046.27037707887
"4:64","AN5","WT","female","dorsal hippocampal commissure","dhc","/997/1009/991/768/1099/618/443/",618,39,1515.74038087835
"4:65","AN5","WT","female","Basolateral amygdala nucleus, ventral part","BLAv","/997/8/567/688/703/295/451/",295,3,213.128729752771
"4:67","AN5","WT","female","CA3","CA3","/997/8/567/688/695/1089/1080/375/463/",375,73,410.179186496676
"4:68","AN5","WT","female","alveus","alv","/997/1009/991/768/1099/466/",1099,5,181.02168639803
"4:70","AN5","WT","female","Striatum","STR","/997/8/567/623/477/",623,45,554.952644041042
"4:71","AN5","WT","female","Primary somatosensory area, lower limb, layer 6a","SSp-ll6a","/997/8/567/688/695/315/453/322/337/478/",337,6,347.805924294244
"4:72","AN5","WT","female","Medial habenula","MH","/997/8/343/1129/549/856/958/483/",958,70,1522.03692026701
"4:75","AN5","WT","female","Dorsal auditory area, layer 1","AUDd1","/997/8/567/688/695/315/247/1011/527/",1011,77,5693.16081330869
"4:77","AN5","WT","female","Central amygdala ","CEA","/997/8/567/623/477/278/536/",278,19,128.143736806253
"4:78","AN5","WT","female","Perirhinal area, layer 1","PERI1","/997/8/567/688/695/315/922/540/",922,33,3717.89094186571
"4:79","AN5","WT","female","Retrosplenial area, ventral part, layer 1","RSPv1","/997/8/567/688/695/315/254/886/542/",886,48,1618.34120026972
"4:80","AN5","WT","female","Thalamus","TH","/997/8/343/1129/549/",1129,76,286.08318244955
"4:83","AN5","WT","female","Retrosplenial area, ventral part, layer 6a","RSPv6a","/997/8/567/688/695/315/254/886/590/",886,5,249.3641214902
"4:84","AN5","WT","female","fasciculus retroflexus","fr","/997/1009/991/824/1083/595/",1083,13,1805.30481877517
"4:85","AN5","WT","female","Central medial nucleus of the thalamus","CM","/997/8/343/1129/549/856/51/599/",51,31,1595.47092125579
"4:86","AN5","WT","female","Dorsal auditory area, layer 2/3","AUDd2/3","/997/8/567/688/695/315/247/1011/600/",1011,70,2837.33938632402
"4:87","AN5","WT","female","fimbria","fi","/997/1009/991/768/1099/603/",1099,21,260.944120680443
"4:88","AN5","WT","female","Retrosplenial area, dorsal part, layer 5","RSPd5","/997/8/567/688/695/315/254/879/610/",879,15,222.011722218933
"4:89","AN5","WT","female","habenular commissure","hbc","/997/1009/991/824/1083/611/",1083,3,1098.9010989011
"4:90","AN5","WT","female","Tuberal nucleus","TU","/997/8/343/1129/1097/290/614/",290,150,2173.97605727702
"4:92","AN5","WT","female","Primary somatosensory area, upper limb, layer 5","SSp-ul5","/997/8/567/688/695/315/453/322/369/625/",369,6,766.773162939297
"4:93","AN5","WT","female","Dentate gyrus, granule cell layer","DG-sg","/997/8/567/688/695/1089/1080/726/632/",726,9,179.662234998203
"4:94","AN5","WT","female","Cortical amygdala area, anterior part","COAa","/997/8/567/688/695/698/631/639/",631,79,1383.22273387845
"4:95","AN5","WT","female","Cortical amygdala area, posterior part","COAp","/997/8/567/688/695/698/631/647/",631,50,941.300500771866
"4:96","AN5","WT","female","Primary somatosensory area, trunk, layer 2/3","SSp-tr2/3","/997/8/567/688/695/315/453/322/361/670/",361,43,839.483034633556
"4:97","AN5","WT","female","Retrosplenial area, lateral agranular part, layer 1","RSPagl1","/997/8/567/688/695/315/254/894/671/",894,64,3147.90221828734
"4:98","AN5","WT","female","Caudoputamen","CP","/997/8/567/623/477/485/672/",485,99,167.742591368881
"4:101","AN5","WT","female","Retrosplenial area, ventral part, layer 5","RSPv5","/997/8/567/688/695/315/254/886/687/",886,26,316.740978973272
"4:103","AN5","WT","female","Perirhinal area, layer 5","PERI5","/997/8/567/688/695/315/922/692/",922,3,257.79840164991
"4:104","AN5","WT","female","Ventromedial hypothalamic nucleus","VMH","/997/8/343/1129/1097/467/693/",467,119,3151.98389574615
"4:105","AN5","WT","female","Olfactory areas","OLF","/997/8/567/688/695/698/",695,152,2134.05217195968
"4:106","AN5","WT","female","Cortical subplate","CTXsp","/997/8/567/688/703/",688,6,135.562584726615
"4:109","AN5","WT","female","Primary auditory area, layer 1","AUDp1","/997/8/567/688/695/315/247/1002/735/",1002,17,3844.41429217549
"4:110","AN5","WT","female","Ventral auditory area, layer 2/3","AUDv2/3","/997/8/567/688/695/315/247/1018/755/",1018,80,5364.44712666801
"4:111","AN5","WT","female","Retrosplenial area, lateral agranular part, layer 5","RSPagl5","/997/8/567/688/695/315/254/894/774/",894,23,706.258060553952
"4:112","AN5","WT","female","corpus callosum","cc","/997/1009/983/776/",983,83,282.49933629674
"4:113","AN5","WT","female","Piriform-amygdala cortex","PAA","/997/8/567/688/695/698/788/",698,64,1213.73032429357
"4:114","AN5","WT","female","Zona incerta","ZI","/997/8/343/1129/1097/290/797/",290,35,521.897320430043
"4:116","AN5","WT","female","Pallidum","PAL","/997/8/567/623/803/",623,4,154.380548050946
"4:117","AN5","WT","female","Supplemental somatosensory area, layer 2/3","SSs2/3","/997/8/567/688/695/315/453/378/806/",378,233,1972.03602139617
"4:118","AN5","WT","female","Primary auditory area, layer 4","AUDp4","/997/8/567/688/695/315/247/1002/816/",1002,3,1103.34681868334
"4:119","AN5","WT","female","Dorsomedial nucleus of the hypothalamus","DMH","/997/8/343/1129/1097/141/830/",141,51,1253.37920865077
"4:120","AN5","WT","female","Ectorhinal area/Layer 1","ECT1","/997/8/567/688/695/315/895/836/",895,42,5941.43443202716
"4:121","AN5","WT","female","Supplemental somatosensory area, layer 6a","SSs6a","/997/8/567/688/695/315/453/378/862/",378,13,112.011993899654
"4:122","AN5","WT","female","Supplemental somatosensory area, layer 1","SSs1","/997/8/567/688/695/315/453/378/873/",378,294,5136.17861323177
"4:124","AN5","WT","female","Perirhinal area, layer 2/3","PERI2/3","/997/8/567/688/695/315/922/888/",922,23,1117.91581607855
"4:126","AN5","WT","female","Visceral area, layer 1","VISC1","/997/8/567/688/695/315/677/897/",677,98,4310.15525355148
"4:127","AN5","WT","female","Retrosplenial area, lateral agranular part, layer 6a","RSPagl6a","/997/8/567/688/695/315/254/894/906/",894,13,654.384375314608
"4:129","AN5","WT","female","Entorhinal area, lateral part","ENTl","/997/8/567/688/695/1089/822/909/918/",909,3,755.477209770839
"4:130","AN5","WT","female","cingulum bundle","cing","/997/1009/991/768/940/",768,10,224.532411253564
"4:131","AN5","WT","female","Primary somatosensory area, upper limb, layer 6a","SSp-ul6a","/997/8/567/688/695/315/453/322/369/945/",369,3,291.573525123919
"4:132","AN5","WT","female","Posterior hypothalamic nucleus","PH","/997/8/343/1129/1097/467/946/",467,16,1901.59258378892
"4:133","AN5","WT","female","Endopiriform nucleus, dorsal part","EPd","/997/8/567/688/703/942/952/",942,3,46.0108585626208
"4:134","AN5","WT","female","Ventral auditory area, layer 1","AUDv1","/997/8/567/688/695/315/247/1018/959/",1018,40,5476.45125958379
"4:135","AN5","WT","female","Piriform cortex","PIR","/997/8/567/688/695/698/961/",698,438,888.420113182288
"4:136","AN5","WT","female","Retrosplenial area, lateral agranular part, layer 2/3","RSPagl2/3","/997/8/567/688/695/315/254/894/965/",894,44,1427.69071027613
"4:138","AN5","WT","female","Primary somatosensory area, barrel field, layer 1","SSp-bfd1","/997/8/567/688/695/315/453/322/329/981/",329,173,2832.49013540285
"4:139","AN5","WT","female","Fasciola cinerea","FC","/997/8/567/688/695/1089/1080/982/",1080,38,4826.62263431983
"4:141","AN5","WT","female","Ventral auditory area, layer 4","AUDv4","/997/8/567/688/695/315/247/1018/990/",1018,13,1239.86647591798
"4:142","AN5","WT","female","Primary somatosensory area, trunk, layer 1","SSp-tr1","/997/8/567/688/695/315/453/322/361/1006/",361,30,981.771770789017
"4:143","AN5","WT","female","fiber tracts","fiber tracts","/997/1009/",997,72,574.859478794073
"4:145","AN5","WT","female","Globus pallidus, external segment","GPe","/997/8/567/623/803/818/1022/",818,5,70.4036947859024
"4:148","AN5","WT","female","Supplemental somatosensory area, layer 4","SSs4","/997/8/567/688/695/315/453/378/1035/",378,12,197.987130836496
"4:149","AN5","WT","female","Primary somatosensory area, barrel field, layer 6a","SSp-bfd6a","/997/8/567/688/695/315/453/322/329/1038/",329,32,224.73014825167
"4:150","AN5","WT","female","Anteromedial visual area, layer 6a","VISam6a","/997/8/567/688/695/315/669/394/1046/",394,3,1210.16538926987
"4:151","AN5","WT","female","Primary somatosensory area, barrel field, layer 4","SSp-bfd4","/997/8/567/688/695/315/453/322/329/1047/",329,60,309.233718844703
"4:152","AN5","WT","female","Visceral area, layer 5","VISC5","/997/8/567/688/695/315/677/1058/",677,4,73.1836727226156
"4:153","AN5","WT","female","Primary somatosensory area, barrel field, layer 6b","SSp-bfd6b","/997/8/567/688/695/315/453/322/329/1062/",329,3,221.027038974435
"4:154","AN5","WT","female","Anteromedial visual area, layer 2/3","VISam2/3","/997/8/567/688/695/315/669/394/1066/",394,14,1819.36322287199
"4:155","AN5","WT","female","Primary somatosensory area, barrel field, layer 5","SSp-bfd5","/997/8/567/688/695/315/453/322/329/1070/",329,42,255.80743790579
"4:158","AN5","WT","female","Hippocampal formation","HPF","/997/8/567/688/695/1089/",695,6,3733.66521468575
"4:159","AN5","WT","female","Supplemental somatosensory area, layer 5","SSs5","/997/8/567/688/695/315/453/378/1090/",378,16,126.388296443749
"4:160","AN5","WT","female","Hypothalamus","HY","/997/8/343/1129/1097/",1129,242,1410.9059532069
"4:162","AN5","WT","female","Visceral area, layer 2/3","VISC2/3","/997/8/567/688/695/315/677/1106/",677,107,2737.90332898339
"4:163","AN5","WT","female","Primary somatosensory area, trunk, layer 5","SSp-tr5","/997/8/567/688/695/315/453/322/361/1111/",361,9,224.450097261709
"4:165","AN5","WT","female","Temporal association areas, layer 2/3","TEa2/3","/997/8/567/688/695/315/541/1127/",541,43,3634.82671174979
"4:166","AN5","WT","female","Primary somatosensory area, lower limb, layer 5","SSp-ll5","/997/8/567/688/695/315/453/322/337/1128/",337,6,1027.57321459154
"4:168","AN5","WT","female","Dentate gyrus, molecular layer","DG-mo","/997/8/567/688/695/1089/1080/726/10703/",726,93,659.686755192373
"4:169","AN5","WT","female","Dentate gyrus, polymorph layer","DG-po","/997/8/567/688/695/1089/1080/726/10704/",726,37,1618.76011725073
"5:1","AN6.1","WT","male","internal capsule","int","/997/1009/983/784/6/",784,98,184.030301152443
"5:3","AN6.1","WT","male","Primary somatosensory area, trunk, layer 6a","SSp-tr6a","/997/8/567/688/695/315/453/322/361/9/",361,58,635.755782089225
"5:5","AN6.1","WT","male","Intermediodorsal nucleus of the thalamus","IMD","/997/8/343/1129/549/856/444/59/",444,7,159.083678014636
"5:7","AN6.1","WT","male","ventricular systems","VS","/997/73/",997,23,745.687978212943
"5:8","AN6.1","WT","male","lateral ventricle","VL","/997/73/81/",73,28,269.357678136814
"5:9","AN6.1","WT","male","Anterior hypothalamic nucleus","AHN","/997/8/343/1129/1097/467/88/",467,16,230.308613542146
"5:10","AN6.1","WT","male","Temporal association areas, layer 1","TEa1","/997/8/567/688/695/315/541/97/",541,44,1244.73110979094
"5:11","AN6.1","WT","male","Periventricular hypothalamic nucleus, intermediate part","PVi","/997/8/343/1129/1097/157/118/",157,14,471.30112775627
"5:12","AN6.1","WT","male","Agranular insular area, posterior part, layer 1","AIp1","/997/8/567/688/695/315/95/111/120/",111,68,1078.15002140445
"5:13","AN6.1","WT","male","optic tract","opt","/997/1009/967/848/125/",848,46,453.595235277876
"5:14","AN6.1","WT","male","third ventricle","V3","/997/73/129/",73,86,686.330843388878
"5:15","AN6.1","WT","male","Lateral amygdala nucleus","LA","/997/8/567/688/703/131/",703,109,738.922935083247
"5:16","AN6.1","WT","male","Paraventricular nucleus of the thalamus","PVT","/997/8/343/1129/549/856/571/149/",571,114,1602.72181529334
"5:17","AN6.1","WT","male","Lateral dorsal nucleus of thalamus","LD","/997/8/343/1129/549/856/239/155/",239,5,14.8695789232641
"5:18","AN6.1","WT","male","Dorsal auditory area, layer 6a","AUDd6a","/997/8/567/688/695/315/247/1011/156/",1011,9,398.177233110649
"5:19","AN6.1","WT","male","Agranular insular area, posterior part, layer 2/3","AIp2/3","/997/8/567/688/695/315/95/111/163/",111,53,419.951665940335
"5:20","AN6.1","WT","male","Dorsal part of the lateral geniculate complex","LGd","/997/8/343/1129/549/864/1008/170/",1008,7,68.2840225142177
"5:21","AN6.1","WT","male","Retrochiasmatic cortex","RCH","/997/8/343/1129/1097/290/173/",290,60,1398.76442475813
"5:22","AN6.1","WT","male","Ventral part of the lateral geniculate complex","LGv","/997/8/343/1129/549/856/1014/178/",1014,5,156.744725539986
"5:23","AN6.1","WT","male","Nucleus of reuniens","RE","/997/8/343/1129/549/856/571/181/",571,8,120.680031980208
"5:24","AN6.1","WT","male","Lateral habenula","LH","/997/8/343/1129/549/856/958/186/",958,116,1118.53587510968
"5:26","AN6.1","WT","male","Lateral hypothalamic cortex","LHA","/997/8/343/1129/1097/290/194/",290,269,321.185209242015
"5:27","AN6.1","WT","male","Primary somatosensory area, barrel field, layer 2/3","SSp-bfd2/3","/997/8/567/688/695/315/453/322/329/201/",329,540,1754.7508253828
"5:28","AN6.1","WT","male","Lateral posterior nucleus of the thalamus","LP","/997/8/343/1129/549/856/138/218/",138,60,297.973778307509
"5:29","AN6.1","WT","male","Arcuate hypothalamic nucleus","ARH","/997/8/343/1129/1097/157/223/",157,33,559.39788445891
"5:30","AN6.1","WT","male","Temporal association areas, layer 4","TEa4","/997/8/567/688/695/315/541/234/",541,16,754.574608564422
"5:31","AN6.1","WT","male","Primary auditory area, layer 2/3","AUDp2/3","/997/8/567/688/695/315/247/1002/251/",1002,19,1046.83195592287
"5:32","AN6.1","WT","male","Dorsal auditory area, layer 5","AUDd5","/997/8/567/688/695/315/247/1011/252/",1011,14,227.523890008451
"5:34","AN6.1","WT","male","Reticular nucleus of the thalamus","RT","/997/8/343/1129/549/856/262/",856,7,27.0598331568001
"5:35","AN6.1","WT","male","Retrosplenial area, dorsal part, layer 6a","RSPd6a","/997/8/567/688/695/315/254/879/274/",879,54,569.656307361225
"5:36","AN6.1","WT","male","Striatum-like amygdala nuclei","sAMY","/997/8/567/623/477/278/",477,41,933.133051117484
"5:38","AN6.1","WT","male","Anteromedial visual area, layer 1","VISam1","/997/8/567/688/695/315/669/394/281/",394,18,1130.79532604599
"5:39","AN6.1","WT","male","Temporal association areas, layer 5","TEa5","/997/8/567/688/695/315/541/289/",541,35,518.895197995582
"5:40","AN6.1","WT","male","Bed nucleus of the accessory olfactory tract","BA","/997/8/567/623/477/278/292/",278,17,780.568437485651
"5:41","AN6.1","WT","male","stria terminalis","st","/997/1009/991/768/301/",768,66,560.785779832104
"5:42","AN6.1","WT","male","Basolateral amygdala nucleus, anterior part","BLAa","/997/8/567/688/703/295/303/",295,72,310.156327404465
"5:43","AN6.1","WT","male","Basolateral amygdala nucleus, posterior part","BLAp","/997/8/567/688/703/295/311/",295,87,1176.45467944991
"5:44","AN6.1","WT","male","Agranular insular area, posterior part, layer 6a","AIp6a","/997/8/567/688/695/315/95/111/314/",111,16,236.280938035324
"5:45","AN6.1","WT","male","Basomedial amygdala ","BMA","/997/8/567/688/703/319/",703,134,470.325612739506
"5:48","AN6.1","WT","male","Substantia innominata","SI","/997/8/567/623/803/835/342/",835,9,114.130641541017
"5:49","AN6.1","WT","male","Agranular insular area, posterior part, layer 5","AIp5","/997/8/567/688/695/315/95/111/344/",111,54,430.903780781691
"5:51","AN6.1","WT","male","Mediodorsal nucleus of thalamus","MD","/997/8/343/1129/549/856/444/362/",444,41,88.8690438774648
"5:52","AN6.1","WT","male","Parasubthalamic nucleus","PSTN","/997/8/343/1129/1097/290/364/",290,7,1891.89189189189
"5:53","AN6.1","WT","male","CA1","CA1","/997/8/567/688/695/1089/1080/375/382/",375,276,357.424986078556
"5:55","AN6.1","WT","male","Medial amygdala nucleus","MEA","/997/8/567/623/477/278/403/",278,454,861.203902353894
"5:56","AN6.1","WT","male","Subparafascicular nucleus, magnocellular part","SPFm","/997/8/343/1129/549/864/406/414/",406,8,380.825439139334
"5:57","AN6.1","WT","male","CA2","CA2","/997/8/567/688/695/1089/1080/375/423/",375,39,217.597500418457
"5:58","AN6.1","WT","male","Ectorhinal area/Layer 2/3","ECT2/3","/997/8/567/688/695/315/895/427/",895,26,695.224343547783
"5:59","AN6.1","WT","male","Retrosplenial area, ventral part, layer 2/3","RSPv2/3","/997/8/567/688/695/315/254/886/430/",886,145,1217.59721884001
"5:60","AN6.1","WT","male","Anteromedial visual area, layer 5","VISam5","/997/8/567/688/695/315/669/394/433/",394,9,430.148640252354
"5:61","AN6.1","WT","male","Retrosplenial area, dorsal part, layer 2/3","RSPd2/3","/997/8/567/688/695/315/254/879/434/",879,250,1821.17516791235
"5:62","AN6.1","WT","male","columns of the fornix","fx","/997/1009/991/768/1099/737/436/",737,4,159.827386422664
"5:64","AN6.1","WT","male","Retrosplenial area, dorsal part, layer 1","RSPd1","/997/8/567/688/695/315/254/879/442/",879,220,2191.82449463501
"5:65","AN6.1","WT","male","dorsal hippocampal commissure","dhc","/997/1009/991/768/1099/618/443/",618,43,727.137445887446
"5:66","AN6.1","WT","male","Primary somatosensory area, upper limb, layer 1","SSp-ul1","/997/8/567/688/695/315/453/322/369/450/",369,3,1685.39325842697
"5:67","AN6.1","WT","male","Basolateral amygdala nucleus, ventral part","BLAv","/997/8/567/688/703/295/451/",295,71,1156.9924714011
"5:69","AN6.1","WT","male","CA3","CA3","/997/8/567/688/695/1089/1080/375/463/",375,207,386.413189570204
"5:70","AN6.1","WT","male","alveus","alv","/997/1009/991/768/1099/466/",1099,24,304.583989034976
"5:71","AN6.1","WT","male","Subthalamic nucleus","STN","/997/8/343/1129/1097/290/470/",290,19,569.049687022672
"5:72","AN6.1","WT","male","Striatum","STR","/997/8/567/623/477/",623,129,665.538518686671
"5:73","AN6.1","WT","male","Primary somatosensory area, lower limb, layer 6a","SSp-ll6a","/997/8/567/688/695/315/453/322/337/478/",337,14,332.88948069241
"5:74","AN6.1","WT","male","Medial habenula","MH","/997/8/343/1129/549/856/958/483/",958,91,992.290664834745
"5:76","AN6.1","WT","male","Ventral auditory area, layer 6a","AUDv6a","/997/8/567/688/695/315/247/1018/520/",1018,10,287.562904385334
"5:77","AN6.1","WT","male","Dorsal auditory area, layer 1","AUDd1","/997/8/567/688/695/315/247/1011/527/",1011,82,2503.58745763747
"5:78","AN6.1","WT","male","Central amygdala ","CEA","/997/8/567/623/477/278/536/",278,184,458.791085489735
"5:79","AN6.1","WT","male","Perirhinal area, layer 1","PERI1","/997/8/567/688/695/315/922/540/",922,27,951.005600366313
"5:80","AN6.1","WT","male","Retrosplenial area, ventral part, layer 1","RSPv1","/997/8/567/688/695/315/254/886/542/",886,95,1172.60787992495
"5:81","AN6.1","WT","male","Thalamus","TH","/997/8/343/1129/549/",1129,86,112.746961731584
"5:84","AN6.1","WT","male","Retrosplenial area, ventral part, layer 6a","RSPv6a","/997/8/567/688/695/315/254/886/590/",886,15,247.757791982558
"5:85","AN6.1","WT","male","fasciculus retroflexus","fr","/997/1009/991/824/1083/595/",1083,17,668.002672010688
"5:87","AN6.1","WT","male","Central medial nucleus of the thalamus","CM","/997/8/343/1129/549/856/51/599/",51,4,71.5665927145209
"5:88","AN6.1","WT","male","Dorsal auditory area, layer 2/3","AUDd2/3","/997/8/567/688/695/315/247/1011/600/",1011,51,1028.661328385
"5:89","AN6.1","WT","male","fimbria","fi","/997/1009/991/768/1099/603/",1099,54,277.22731613155
"5:90","AN6.1","WT","male","Retrosplenial area, dorsal part, layer 5","RSPd5","/997/8/567/688/695/315/254/879/610/",879,59,413.683819353391
"5:91","AN6.1","WT","male","habenular commissure","hbc","/997/1009/991/824/1083/611/",1083,4,457.195108012344
"5:92","AN6.1","WT","male","Tuberal nucleus","TU","/997/8/343/1129/1097/290/614/",290,223,1130.94634344254
"5:94","AN6.1","WT","male","Primary somatosensory area, upper limb, layer 5","SSp-ul5","/997/8/567/688/695/315/453/322/369/625/",369,7,427.663734115347
"5:95","AN6.1","WT","male","Dentate gyrus, granule cell layer","DG-sg","/997/8/567/688/695/1089/1080/726/632/",726,71,432.903072392369
"5:96","AN6.1","WT","male","Cortical amygdala area, anterior part","COAa","/997/8/567/688/695/698/631/639/",631,100,833.08340831084
"5:97","AN6.1","WT","male","Cortical amygdala area, posterior part","COAp","/997/8/567/688/695/698/631/647/",631,288,1408.32673180178
"5:98","AN6.1","WT","male","Primary somatosensory area, trunk, layer 2/3","SSp-tr2/3","/997/8/567/688/695/315/453/322/361/670/",361,230,1865.09674175708
"5:99","AN6.1","WT","male","Retrosplenial area, lateral agranular part, layer 1","RSPagl1","/997/8/567/688/695/315/254/894/671/",894,98,2066.72571597284
"5:100","AN6.1","WT","male","Caudoputamen","CP","/997/8/567/623/477/485/672/",485,519,461.071444752714
"5:101","AN6.1","WT","male","Dorsal auditory area, layer 4","AUDd4","/997/8/567/688/695/315/247/1011/678/",1011,14,576.416337285903
"5:102","AN6.1","WT","male","Retrosplenial area, ventral part, layer 5","RSPv5","/997/8/567/688/695/315/254/886/687/",886,84,443.021618400165
"5:104","AN6.1","WT","male","Perirhinal area, layer 5","PERI5","/997/8/567/688/695/315/922/692/",922,36,802.586110801471
"5:105","AN6.1","WT","male","Ventromedial hypothalamic nucleus","VMH","/997/8/343/1129/1097/467/693/",467,9,42.4842926129256
"5:106","AN6.1","WT","male","Olfactory areas","OLF","/997/8/567/688/695/698/",695,157,839.953989781451
"5:107","AN6.1","WT","male","Cortical subplate","CTXsp","/997/8/567/688/703/",688,105,798.388016576056
"5:109","AN6.1","WT","male","Temporal association areas, layer 6a","TEa6a","/997/8/567/688/695/315/541/729/",541,20,456.266824839166
"5:111","AN6.1","WT","male","Primary auditory area, layer 1","AUDp1","/997/8/567/688/695/315/247/1002/735/",1002,23,1526.3122967682
"5:112","AN6.1","WT","male","Ventral auditory area, layer 2/3","AUDv2/3","/997/8/567/688/695/315/247/1018/755/",1018,89,1603.11256011672
"5:113","AN6.1","WT","male","Retrosplenial area, lateral agranular part, layer 5","RSPagl5","/997/8/567/688/695/315/254/894/774/",894,43,491.243302525905
"5:114","AN6.1","WT","male","corpus callosum","cc","/997/1009/983/776/",983,265,345.929970719965
"5:116","AN6.1","WT","male","Piriform-amygdala cortex","PAA","/997/8/567/688/695/698/788/",698,139,929.535833940764
"5:117","AN6.1","WT","male","Zona incerta","ZI","/997/8/343/1129/1097/290/797/",290,59,239.387816377373
"5:118","AN6.1","WT","male","stria medullaris","sm","/997/1009/991/824/1083/802/",1083,4,276.166804750069
"5:119","AN6.1","WT","male","Pallidum","PAL","/997/8/567/623/803/",623,8,137.438152831226
"5:120","AN6.1","WT","male","Supplemental somatosensory area, layer 2/3","SSs2/3","/997/8/567/688/695/315/453/378/806/",378,332,1264.15029680878
"5:122","AN6.1","WT","male","Dorsomedial nucleus of the hypothalamus","DMH","/997/8/343/1129/1097/141/830/",141,13,61.2038323014995
"5:123","AN6.1","WT","male","Ectorhinal area/Layer 1","ECT1","/997/8/567/688/695/315/895/836/",895,27,1266.2977206641
